"orcid","pid","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0002-1307-6245","65f79bb2549c1872c1b14daf46e2327bbf4955a8","raouf abozariba","","raouf abozariba","raouf abozariba","md. asaduzzaman"
"0000-0002-4334-0879","04f255fb5bd3768ba2e8157d6f330a9e86fff6d4","mikito furuichi","","mikito furuichi","mikito furuichi","fumiaki araki"
"0000-0002-5718-5566","81a9ef8816ce882c55a07f06a2f489b6a610d4e5","frank camilleri","","frank camilleri","frank camilleri",""
"0000-0002-7221-2796","0223ce646b789f2ecb7462a95258c9a20c755c23","enrico fabrizio","","enrico fabrizio","enrico fabrizio",""
"0000-0002-3462-8539","ae6f99d31e5b07c1f59154eb023531e73c3408f3","richard roberts","","richard roberts","richard roberts","michael homer"
"0000-0002-9807-9305","c91c2ce2515334b9a4aa8cb3298af77bb7469747","ulunay kanatlı","","ulunay kanatlı","ulunay kanatlı","fatma danacı"
"0000-0001-9419-0682","0a60454a63f880db3bd0e3c840ae14c20fbbc322","john waterworth","","john waterworth","john waterworth","giuseppe riva"
"0000-0002-6923-170X","81330a336f8bdb6e262c39e153218a2e0f26ad95","mosquera-losada","","maria rosa mosquera-losada","rosa mosquera-losada","antonio gonzález-rodríguez"
"0000-0002-6963-2968","c6d1f8d6d234c91445bbd88af0f9ab70bc6fb294","stefan michiels","","stefan michiels","stefan michiels","samuel struk"
"0000-0003-0745-5297","44babafe1b32724320c1e44ab7ec9f39fc7ed9ad","messaoud amairi","","messaoud amairi","messaoud amairi","mohamed aoun"
"0000-0001-6188-0265","46677890fd69bb6ec4cd46065c1d167a8b7d0412","mehdi savaghebi","","mehdi savaghebi","mehdi savaghebi","iman lorzadeh"
"0000-0001-6901-9197","9ea5640ac70c8211137025f95fbf65ac6558d0c8","giin-yu amy tan","","giin-yu amy tan","giin-yu amy tan","jing-yuan wang"
"0000-0003-3369-2958","8c4f80970c5a05982c77619cc5f4b7113aba805a","daniel kressner","","daniel kressner","daniel kressner",""
"0000-0003-1489-8360","805a5720a5ce7f0d8245f9b982c76b55c9660333","geraldine ewing","","geraldine ewing","geraldine ewing","yin c. paradies"
"0000-0001-9734-7702","b83610521597ce6657684e1ed6f2bbd204b53c6c","marco salvatore","","marco salvatore","marco salvatore","valeria romeo"
"0000-0002-2709-7864","9c453e2a041955064c6464562c4dc9b603c5f059","marco grangetto","","marco grangetto","marco grangetto","enrico magli"
"0000-0003-1511-7810","e47ecde49b665f310ca56006cedb037cba90f527","vengadeshprabhu","","vengadeshprabhu karuppa gounder","vengadeshprabhu karuppagounder","somasundaram arumugam"
"0000-0003-0334-1241","5b637fd43dbf90b79d6ff30bb1b35b1b6b38b6d4","matthias wegner","","matthias wegner","matthias wegner","gerrit reglitz"
"0000-0001-7109-7047","92381e39bb6900f986244ccb5ef26add037e67c2","yusuke morisawa","","yusuke morisawa","yusuke morisawa","harumi sato"
"0000-0003-0605-9735","9283ec35f159928d57f10ad21885678e955c5074","soon hyeok hong","","soon hyeok hong","soon hyeok hong","jian zhang"
"0000-0003-4375-9052","c7c906ef975a9be02d516b320fbb9883bb307e34","munehisa takeda","","munehisa takeda","munehisa takeda","isao shimoyama"
"0000-0003-3930-5285","828e7b32bb61f82b5e8fb7650cdcaa3168c805dd","giuseppe grosso","","giuseppe grosso","giuseppe grosso","filippo drago"
"0000-0003-1020-0965","91b1a45edc5030323c37c08264fc2a862d913591","sébastien deck","","sébastien deck","sébastien deck","pierre sagaut"
"0000-0001-5963-7813","57443f035d739b8865ac39f4446023a2a25cc2db","joanna fronczyk","","joanna fronczyk","joanna fronczyk","kathryn a. mumford"
"0000-0002-1914-494X","d0274c4eb47d379b6383ee0ebc6d6ea9fcf02d28","kristin bjordal","","kristin bjordal","kristin bjordal","mirjam a. g. sprangers"
"0000-0003-0028-3007","cefd38f908372a9fa027f22773abba99d7f88e83","megumi kawasaki","","megumi kawasaki","megumi kawasaki","terence g. langdon"
"0000-0003-3011-0393","bb439397bc8f314eb23481d291b7ab8686f7b0b0","danny frederick","","danny frederick","danny frederick",""
"0000-0002-3273-1161","1dd9f6f04a45f7cabad49a4bf183d06ba3ebd9ae","sergio scopetta","","sergio scopetta","sergio scopetta","marco claudio traini"
"0000-0003-4411-5646","42238fc3bffa783a20c28f823f86669e53dfbdeb","sepand rastegar","","sepand rastegar","sepand rastegar","walter knoechel"
"0000-0002-2356-8470","963b0ac04e213ebc1b2a04ed1f6f9db8b4b436e6","hiroki nakamura","","hiroki nakamura","hiroki nakamura","shinkoh nanbu"
"0000-0002-5138-4142","76267f49a18fa5c426aadab2a68e0b6ba7b26e40","hajime yamazaki","","hajime yamazaki","hajime yamazaki","si young kwak"
"0000-0003-4905-1960","6848b9c76d1a0f88e65e232ba1d037cdebdb1f30","bor-shouh huang","","bor-shouh huang","bor-shouh huang","jian-cheng lee"
"0000-0002-2206-4844","aa66fb3fe6c9ca09784ead83a86d9523e99ff8a7","kenchi takenaka","","kenchi takenaka","kenchi takenaka","yoshitaka kimura"
"0000-0001-6002-0941","6eb20760a53a4c8ad02154f48ac6c6f7f17bc6d6","recordon-pinson","","patricia recordon-pinson","patrícia recordon-pinson","cathia soulié"
"0000-0003-4027-6004","eb016633b5b14ba30a5023c3089f8507dd511ff6","sugirin sugirin","","sugirin sugirin","sugirin sugirin","siti sudartini"
"0000-0003-0235-709X","f99ceaff8d18c6e2499003c504627ec85ab9cffd","michele masulli","","michele masulli","michele masulli","vincenzina iannarelli"
"0000-0003-2567-4450","6ac68baf59b04c3636a6aaa268990cfd73a511f2","nikolay makisha","","nikolay makisha","nikolay makisha",""
"0000-0002-5446-2759","a060a443d6ef514ce287df1a7d53d53aeae0c129","pedro barquinha","","pedro barquinha","pedro barquinha","rodrigo martins"
"0000-0002-4186-7984","021b424b5280fa403512fd9d629887773f0b9360","grant michelson","","grant michelson","grant michelson","john trevor campling"
"0000-0003-2029-9102","bb455cf8d15a3b48e4a296f3d0045e6a39ded5ff","kristina norman","","kristina norman","kristina norman","jörg-dieter schulzke"
"0000-0003-2900-7145","81fb88c9e6a1dc489244106efc4a4e9c109d6905","raj kumar singh","","raj kumar singh","raj kumar singh","dipankar saha"
"0000-0002-0916-2976","4a0049f8a136a2c8f5bfa7d2d1ef0909be18f1c3","heli nevanlinna","","heli nevanlinna","heli nevanlinna","anne m. van altena"
"0000-0002-0269-4689","75b18f5aaece3ba1293b649b93777fd27aca86b9","georges boudebs","","georges boudebs","georges boudebs","vanessa d. del cacho"
"0000-0002-3594-8462","e48c7900f5d96056b735ae76487f18755a4bddfc","krzysztof bronk","","krzysztof bronk","krzysztof bronk","a. lipka"
"0000-0002-9892-3182","a6a72284acf1ba1c097202afdd0336cea6fc0d46","alexander klemm","","alexander klemm","alexander klemm","andreas haufler"
"0000-0002-4773-8745","2a9a584d95527ea8f28bffc3aad533f111ce9d38","martina poletti","","martina poletti","martina poletti","michele rucci"
"0000-0002-0864-8608","0a2687f6255ad35978e9d8524090f77b8fd2a8a3","andrea garavito","","andrea garavito","andrea garavito","benoît bertrand"
"0000-0002-7106-0719","ed6c06991abdbfc76d52eabf5b9ef043445ca672","michal fárník","","michal fárník","michal fárník","milan ončák"
"0000-0001-9353-3778","5d780ade47b095a8870e134779cb44faa9d21e92","arturo gallozzi","","arturo gallozzi","arturo gallozzi","marcello zordan"
"0000-0002-2027-4119","b375a9536798dc0c06a918708325e07f3c3c0e7c","rasmus kjøller","","rasmus kjøller","rasmus kjøller","jørgen jespersen"
"0000-0001-7482-0405","09fc78567bdf1207d87ebecd32f9409caf6a1d2c","camille aupiais","","camille aupiais","camille aupiais","enora le roux"
"0000-0002-1148-2418","ae33276b79a224a29b35d9d131a05d4629a6ce6d","sukumar devotta","","sukumar devotta","sukumar devotta","rajesh kumar"
"0000-0002-5394-2152","42bd4e76413b1610bddc01788b5b6fc035c19a1a","rienk nieuwland","","rienk nieuwland","rienk nieuwland","jeanette m van den goor"
"0000-0002-6249-4769","6380b8d21d77e866d6fe868625768a57b569756f","isabel gauthier","","isabel gauthier","isabel gauthier","robert t. schultz"
"0000-0002-4031-3453","bcac9e05aa86849e93813cb03e7ed0d7ba6fc66e","kevin cullinane","","kevin cullinane","kevin cullinane","teng-fei wang"
"0000-0002-1000-1467","6ce0b5d7897053703e2ca7fe2b3e3c09ab6fe889","ii-sei watanabe","","ii-sei watanabe","ii-sei watanabe","c. s. tanaka"
"0000-0001-7540-4147","e5ebe8c01f55ccbddfc65c3a2452fad0a4cfab54","karol horodecki","","karol horodecki","karol horodecki",""
"0000-0002-7927-9483","c47bee5add45ba5d81c3f1ad8a34f8ff0a859a75","yasuyuki kimura","","yasuyuki kimura","yasuyuki kimura","tetsuya suhara"
"0000-0003-4814-708X","043764921ce33060c129d224f019c6e7cf79c910","jérôme yelnik","","jérôme yelnik","jérôme yelnik","dominique tandé"
"0000-0003-3061-9560","72d1e3330cd267eeef1a08ddd434163d5db188e0","danilo ercolini","","danilo ercolini","danilo ercolini","paola zinno"
"0000-0002-8355-5524","22291557178d8b10c12feb9abdfbeee60e628d1d","patrick petzsch","","patrick petzsch","patrick petzsch","patricia müller"
"0000-0003-1588-4024","d688a8d3dcd82f2f38e0e967df43c62f0fd29da4","kiyoshi kishida","","kiyoshi kishida","kiyoshi kishida","kai konishi"
"0000-0002-1765-6466","171a4c08cb9cf5df7c571d2c350dcdc6bd659ec8","alexander volya","","alexander volya","alexander volya","v. z. gol’dberg"
"0000-0001-8737-6999","64fc7d5f4f3973f28708d50309319dacf5f415ae","marques cardoso","","antonio j. marques cardoso","antónio j. marques cardoso","e. s. saraiva"
"0000-0003-1918-974X","c60294cdf69e0a73b0cd2b4c0dafad959a5a453d","valery belakhov","","valery belakhov","valery belakhov","yuval shoham"
"0000-0003-0783-3323","a2f2fbc2957192fcf4638713ca18cd07ab329d1d","papadogiannakis","","seméli papadogiannakis","s. papadogiannakis","brian d. bue"
"0000-0001-7717-2773","d981e44ca718125952c702010ead6fe272fc467a","sabih ur rehman","","sabih ur rehman","sabih ur rehman","muhammad farhan shafique"
"0000-0002-0273-7327","debcdd2bb23bfcd53695781f5ce9de9e35525e62","caitlin milazzo","","caitlin milazzo","caitlin milazzo","ethan scheiner"
"0000-0001-5117-317X","15b39a5baf731cca32b0708738a68eb65fb03d1c","sandra studenik","","sandra studenik","sandra studenik","michaela vogel"
"0000-0002-4490-1922","63538647b4f53a7baafee4af5b72a2ca0c1a307f","massimo stefani","","massimo stefani","massimo stefani","cristina cecchi"
"0000-0002-7232-4472","a9af6cc64a0f7a47e0bf32f729207c67421f78e0","clement creusot","","clement creusot","clement creusot","jim austin"
"0000-0002-1902-2168","6986814e020c99a0f92ff2d8c366448c5a03f280","stjepan posavec","","stjepan posavec","stjepan posavec","marta curman"
"0000-0002-9715-4940","25c12b2529b114010cc142849a7ba36410531944","charles hongoro","","charles hongoro","charles hongoro","natalya dinat"
"0000-0001-5033-930X","6186fdd21441889976be1aa33aaa264d4b629369","maximilian wick","","maximilian wick","maximilian wick","christian sohn"
"0000-0002-0760-4945","af23da2ca3a4ebe640ac7a4a62c9be87fba8e14d","fiona salisbury","","fiona salisbury","fiona salisbury","ian rossiter"
"0000-0001-7075-7656","9a2414cc9de87bda036de75d9a43012b4c73043d","fatemeh sadeghi","","fatemeh sadeghi","fatemeh sadeghi","mona faghihnia torshizi"
"0000-0003-3930-5285","4cc4c92304479d157c4e52d7d25994152636a813","giuseppe grosso","","giuseppe grosso","giuseppe grosso","alessandro scuderi"
"0000-0002-7669-2520","19953b73fd3964b26a16656e3148491f8eeea453","tadeusz wieloch","","tadeusz wieloch","tadeusz wieloch","takashi koide"
"0000-0002-9681-2120","96ec8d3b8227a503b9bd5851614901115c776bce","jack ballantyne","","jack ballantyne","jack ballantyne","erin k. hanson"
"0000-0003-1451-8292","21f74cb81869797a9dc8d4c854c6598a41c3198a","adriano decarli","","adriano decarli","adriano decarli","carlo la vecchia"
"0000-0002-5031-8477","6c748a61c9b2d8149bf3f58fe790e3ce3f1fa8b6","toshimasa yanai","","toshimasa yanai","toshimasa yanai",""
"0000-0002-7609-1493","4f7991d063b8b1fe1222b11d7c30510b1dcf6420","kazuhiro yanagi","","kazuhiro yanagi","kazuhiro yanagi","hitomi yahiro"
"0000-0002-2135-1163","581b363745e918a6db0a4302f6e6b90d9f0efe0c","adam głogowski","","adam głogowski","adam głogowski",""
"0000-0002-1951-5720","08332e0ba8ee3b186446cf8cfa03a8947a367876","sergio racchiusa","","sergio racchiusa","sergio racchiusa","achille mileto"
"0000-0003-4743-6525","f045d5cb2cb21a502d9fba5d9cf1d1bdc3382de1","takashi fujimori","","takashi fujimori","takashi fujimori","shin hadano takahashi"
"0000-0003-2791-1894","eb9ed1b233055d6e66b887da737e2b6b53044da4","evelin schwarzer","","evelin schwarzer","evelin schwarzer","daniela ulliers"
"0000-0001-7470-5028","799cfb0f87a3e91b595903aeb1e9fac93d76a4f3","anwesha banerjee","","anwesha banerjee","anwesha banerjee","ramadoss janarthanan"
"0000-0002-2662-8053","4b94ae5cf41377aef041ecde22e2153c6d20a139","craig winstanley","","craig winstanley","craig winstanley","j a.w. morgan"
"0000-0001-7971-0838","2ef48c61a3c560b9366823faf74d44736b6a95eb","laurent kappeler","","laurent kappeler","laurent kappeler","martin holzenberger"
"0000-0001-6363-261X","1a0ae3b5e829899d7e7bc41a3f03068022c2be4b","blanca martínez","","blanca martínez","blanca martínez-garcía","maría cruz zuluaga"
"0000-0001-9994-1684","1f59ca78459be1423ea03aaa2ce6e1972ad91c2b","tsutomu katayama","","tsutomu katayama","tsutomu katayama","kirsten skarstad"
"0000-0002-8270-2932","83d23f71728836b178daaffcedeff06bc91b5b69","paweł szudarski","","paweł szudarski","paweł szudarski","ronald p. carter"
"0000-0002-5310-4749","ab292a64c1145f13fe921d646e2c8ba33d54a117","takeshi teramura","","takeshi teramura","takeshi teramura","toshiyuki takehara"
"0000-0002-0339-4944","4e4a300a9946847dbe9af7320d67f36c7857313f","jeffrey s miller","","jeffrey s miller","jeffrey s miller","sarah cooley"
"0000-0001-5629-646X","722a8c5652923df53198ede5e0f5ff9ac1ff76ce","koji tamaribuchi","","koji tamaribuchi","koji tamaribuchi",""
"0000-0002-3855-6747","99ebe598fa17660a0838ccad16ad95e3a49bac00","fabrizio vinante","","fabrizio vinante","fabrizio vinante","livio trentin"
"0000-0003-4608-4775","6f4fdf50c6ad0122c3571cce1a9143da5ba545a6","adrian marchetti","","adrian marchetti","adrian marchetti","paul jonathan harrison"
"0000-0002-3509-5156","41e1a48ba28a0a75abe3b1a6a074ad8be1fc9e92","adam cwudziński","","adam cwudziński","adam cwudziński",""
"0000-0002-0408-290X","c2f80a2fc5aefef8c9cce7e369d8f11425fabfba","martinez-alvarez","","alejandro martinez-alvarez","andrea martinez-alvarez","antonio lorenzo ruiz serrano"
"0000-0001-9894-5325","558e9d5ac7e1685e54952c8a6dd238ed0b4c881a","stuart batterman","","stuart batterman","stuart batterman","bhramar mukherjee"
"0000-0001-7439-7686","7f5b06c51da3dabf97e78f1a68f18b9cefd3149f","armin zimmermann","","armin zimmermann","armin zimmermann","sushma nagaraj"
"0000-0002-9648-9597","4a1655e59b5ce0ef219e1bbc848934955c43966a","luis de la torre","","luis de la torre","luis de la torre","daniel galan"
"0000-0001-7745-0139","fabc3d1ec991dc797848c86de47810ab691d5a57","alexander horsch","","alexander horsch","alexander horsch","thomas balbach"
"0000-0002-2420-2550","d0f1d07758e99d43311251c3b0b815de3ee0f413","landim-alvarenga","","fernanda landim-alvarenga","fernanda da cruz landim-alvarenga","daniela martins paschoal"
"0000-0001-9982-2175","486f3b37203f9a1891fbf960bb68f8207db78160","vasyl yurchyshyn","","vasyl yurchyshyn","vasyl yurchyshyn","hai-sheng ji"
"0000-0002-8601-159X","aab95c92f61e591740798aa5e2803ae625a0c304","richard omoregie","","richard omoregie","richard omoregie","helen oroboghae ogefere"
"0000-0002-4943-450X","d154304a47fc501ce1736087884786628ef9d148","alessandro putzu","","alessandro putzu","alessandro putzu","gabriele casso"
"0000-0003-1697-8663","fcb36b2e95acb05d7234720192d15a457be3acd8","deborah suchecki","","deborah suchecki","deborah suchecki","mariana bocca nejm"
"0000-0003-4790-8860","946f74df094512c6fea9a1dcc3d1805522d6e605","eliska potlukova","","eliska potlukova","eliska potlukova","eva honsová"
"0000-0003-1735-2822","9dc28162e3a22889ebdf791b34ec023d24655cc9","francisco correa","","francisco correa","francisco correa","cristi'an mart'inez"
"0000-0003-1948-2727","c76479f26cf52fc406229801924bab060c4618d0","cristina marquez","","cristina marquez","cristina marquez","antonio armario"
"0000-0001-6060-0591","a6f3e8bd8b1b8feabfc1830fe61d8b2c5689d8c6","adriano sarmento","","adriano sarmento","adriano sarmento","rebeca alencar"
"0000-0002-0478-3474","8c1138784ffc4950877e489a1a43d9dee90c69e4","sylvie reverchon","","sylvie reverchon","sylvie reverchon","marie-christine groleau"
"0000-0002-6794-3893","9f3e28e6e4a1adf8d8e659a45807b50ccea1cf12","manuel aldegunde","","manuel aldegunde","manuel aldegunde","antonio martinez"
"0000-0003-3039-1500","3aeee238ef72c47db3ff47e789e59a3c71398af8","marco tettamanti","","marco tettamanti","marco tettamanti","andrea moro"
"0000-0003-0893-9349","c995c66015d2f290a34cd2135e809fa5bc09a5c7","j. simon wiegert","","j. simon wiegert","j. simon wiegert","iris ohmert"
"0000-0002-6633-7496","52e23133d7b29b906310b0aae7c1f459899674e3","caroline vigreux","","caroline vigreux","caroline vigreux","lionel bastard"
"0000-0002-0174-8139","dfe09eb177c964531c5ddfd316c79dbe37b8c05e","camilla krakstad","","camilla krakstad","camilla krakstad","ingvild løberg tangen"
"0000-0003-4106-3342","25d133468d57341c980590f6bccbd9b7cec79bfc","alessandra carè","","alessandra carè","alessandra carè","cesare peschle"
"0000-0002-9605-8391","26af6816b437cd44cce071af5112a04e82307232","perrine chaurand","","perrine chaurand","perrine chaurand","laurent de windt"
"0000-0003-4998-9406","6794cc5191b7090d183fe131606ea05d7393fc57","leonardo velasco","","leonardo velasco","leonardo velasco","jorge humberto luna domínguez"
"0000-0002-8460-675X","6ceaacf596bbc04c4bb18d4e606774475d4cbe10","esther k. papies","","esther k. papies","esther k. papies","carolijn ouwehand"
"0000-0002-5465-4742","99b9b31711c70ce6f719a891b2166c1b265a7219","toshiyuki mitsui","","toshiyuki mitsui","toshiyuki mitsui","naoto sakashita"
"0000-0002-3141-8915","4d61d8084c73b4d2412726a64efd2fb1c6a16ac2","aleksandar subic","","aleksandar subic","aleksandar subic","arnaud leflohic"
"0000-0002-9850-9520","aa2aace844d7407fac05202935a3a9d8c5fcb4bb","marc miravitlles","","marc miravitlles","marc miravitlles","miriam barrecheguren"
"0000-0001-6573-1312","e73301fc4334778b1dbd92874a870a616968dfb9","nathalie grardel","","nathalie grardel","nathalie grardel-duflos","xavier leleu"
"0000-0003-1736-7565","23d3d48bd93241dc254079e6efedaa7e62743b80","kicińska-habior","","marta kicińska-habior","m. kicińska-habior","kurt albert snover"
"0000-0001-5728-9982","1535072c75eba0c811af055509235fdb809eeb6c","christian plessl","","christian plessl","christian plessl","marco platzner"
"0000-0002-3494-8057","510f753204f7bd6a9fbf63639591501073b8e59e","hirotaka yoshino","","hirotaka yoshino","hirotaka yoshino","tetsuya shiromizu"
"0000-0002-2616-2070","246524c5d4b1cf963a4e09d5f6e77a381bd4d9f1","massimo barrella","","massimo barrella","massimo barrella","maurizio bevilacqua"
"0000-0003-2914-1459","e600891a07d0819567ff2e3d843f332862db61b1","vittorio bellani","","vittorio bellani","vittorio bellani","leonid grigoryan"
"0000-0002-9036-2317","04db9b38532ae9229fbff55cb785b52bf13b3759","stewart jamieson","","stewart jamieson","stewart jamieson","ross purves"
"0000-0002-1772-1504","f681d92fd4a1d2d659382b4ed6a8848498cda646","müller-nedebock","","kristian müller-nedebock","kristian k müller-nedebock","riccardo fantoni"
"0000-0003-0262-1145","890a161f049456010fa6e74116f95348de9499a3","margaretta jolly","","margaretta jolly","margaretta jolly",""
"0000-0003-2839-4622","47ecbbd498580169163695e3316d529528c601a6","thierry pourcher","","thierry pourcher","thierry pourcher","hans hebert"
"0000-0003-0699-8433","5f235e891c90121e266bc9c66aeaa95b0d3e9c64","tinsae alemayehu","","tinsae alemayehu","tinsae alemayehu","ayalew moges"
"0000-0002-8283-2462","c5020a23b9984e751d3103ae23eb764c027348d6","manjunatha reddy","","g. n. manjunatha reddy","g n manjunatha reddy","bikash baishya"
"0000-0003-4254-9379","7c84896de003c70fb70d39926dcfb33386c9e7fc","valerio gallotta","","valerio gallotta","valerio gallotta","vanda salutari"
"0000-0001-5107-0197","4a6e3f87220b411f13d47f9fd00397b83ff4075c","mohamed khitouni","","mohamed khitouni","mohamed khitouni","rihab ben ameur"
"0000-0003-4182-3778","3f73c273ff366744e9bfa04a64ddcdb3e020d65f","friederike stock","","friederike stock","friederike stock","stefan halder"
"0000-0002-0843-5311","66f62f61b9d3105e64a47fbc8aa2187613feb28e","josé nespereira","","josé nespereira","josé nespereira","mariano yenes"
"0000-0003-1324-1295","50e15e187fb0a855a587345cae1bbcb8d4b020d0","christian robert","","christian robert","christian robert","nathalie fagel"
"0000-0002-3955-5746","00943e6d8dbf92a65bf61c6a099b8d0317660de7","staffan jacobson","","staffan jacobson","staffan jacobson","jannica heinrichs"
"0000-0002-8719-9934","8c2d349adc9c562b6955804ce1cb0cc20a9addc1","alfaro calderón","","gerardo gabriel alfaro calderón","gerardo g. alfaro calderón","victor gerardo alfaro-garcia"
"0000-0002-0049-8529","ff161abb84b621bd18d2d49b68ba443f91f9c789","alexander p cole","","alexander p cole","alexander p cole","david f. friedlander"
"0000-0003-3694-3820","b5f0ca17db81ef44bc7b585af573ce1755e0f49e","ignasi reichardt","","ignasi reichardt","ignasi reichardt","reinhard schlickeiser"
"0000-0001-9143-3079","8db139126491ee004cb9d5b8c212376f3af6eb9b","atsushi watanabe","","atsushi watanabe","atsushi watanabe","takeshi kuwata"
"0000-0002-3580-2383","a6896510100873523f149a33d0f7f79181404aa4","tomas hellström","","tomas hellström","tomas hellström","m jacob"
"0000-0003-0270-5592","42d210a6805c8c2d811a2be3be021e8eebeeaf74","frank verstraete","","frank verstraete","frank verstraete","juan ignacio cirac"
"0000-0001-9767-6928","8ddab2d9b5173d5a94cdbf5b8f04775a3ad7e7e9","tomasz hornowski","","tomasz hornowski","tomasz hornowski","dariusz madej"
"0000-0001-6481-0748","6457d7c5da4587a17dce8bb8734cfe73fcc435a6","nicolas cherbuin","","nicolas cherbuin","nicolas cherbuin","kaarin j. anstey"
"0000-0003-0731-2755","87b6fea051e3092e7f5dbd6019e0b403ed8604e5","rajat srivastava","","rajat srivastava","rajat srivastava","keshav khanna"
"0000-0003-4084-9474","54ca3536db85d1bd0ee912986a07e935318a418d","juliano dal pupo","","juliano dal pupo","juliano dal pupo","antonio dello iacono"
"0000-0002-0032-6276","47847759308257591e18f78d83b540989bacdf9e","roberta calderon","","roberta calderon","roberta calderon","farhad haeri"
"0000-0002-2675-2871","3edd6707ab8ea658b102bc434af7c4bb71b641b4","deepak khazanchi","","deepak khazanchi","deepak khazanchi","dawn owens"
"0000-0002-4660-6935","3db751c627d7aea3304fda3639a53139a9effede","miroslaw sobczak","","miroslaw sobczak","miroslaw sobczak","sławomir orzechowski"
"0000-0001-7264-2158","017f78ca6385bf0e643a9529ce7034357b8afd01","rafał kowalczyk","","rafał kowalczyk","rafał kowalczyk","iwona ruczyńska"
"0000-0002-1018-972X","9214a84a08a33cf402e4983c8f1510c9bf2b6fff","eduard zvěřina","","eduard zvěřina","eduard zvěřina","martin chovanec"
"0000-0001-9518-8816","1f5d6e33133dcda8cdcc1d15eae50c722261dc61","orozco-caballero","","alberto orozco-caballero","a. orozco-caballero","oscar antonio ruano"
"0000-0001-7202-0391","cf1bd968e9f0315f6538c457f4c2657b6484351a","malchiodi-albedi","","fiorella malchiodi-albedi","f. malchiodi-albedi","marcela balduzzi"
"0000-0003-2188-2498","74a4aeaed1ab7ca9492e213dcab776a90d9ac31b","david l. alvarez","","david l. alvarez","david l. alvarez","sergio rivera"
"0000-0002-8356-6629","22c1d7e2007d6d912d2c579f05cffb29f989d36a","ramazan jabbarli","","ramazan jabbarli","ramazan jabbarli","philipp dammann"
"0000-0002-1636-4154","df07524b9c9fa86d67308a17a92906485b02b30c","kazuaki kajimoto","","kazuaki kajimoto","kazuaki kajimoto","yoshito ikeda"
"0000-0002-9658-499X","80209cbe1f89e0726b86f3ec11c33f81bb3aa254","burkhard schmidt","","burkhard schmidt","burkhard schmidt","petra r. Ždánská"
"0000-0002-3419-0418","fe5270a918c834ccbca29a90a7ef3d389e1d7ba9","atsushi yamamoto","","atsushi yamamoto","atsushi yamamoto","naoko matsumoto"
"0000-0003-1613-5789","8035a0183c511f4b8a8dc59ce9e9e16c0005c488","thomas bolognesi","","thomas bolognesi","thomas bolognesi","andrea k gerlak"
"0000-0002-9456-4995","e6b21976a510fa992be929f7fbb81b9df7175704","vladimir pelicic","","vladimir pelicic","vladimir pelicic","micheline lagranderie"
"0000-0001-9870-6199","f0d5fb13e8f2b0cd60094f13ec264cad6b20d2b1","luc vandenbulcke","","luc vandenbulcke","luc vandenbulcke","alexander barth"
"0000-0001-6726-9790","881921802caab6c0c534cbb212f31026d3cfaa68","giulia pedrielli","","giulia pedrielli","giulia pedrielli","szu hui ng"
"0000-0002-5993-2799","fb80ec1f9df379fea3f47e6c52c62d446c82229d","rita loch-caruso","","rita loch-caruso","rita loch-caruso","kay a. criswell"
"0000-0002-0974-6373","e534db03231617ff4f76538a420b5e0e8fd8d31a","martin rutegård","","martin rutegård","martin rutegård","rachael hughes"
"0000-0002-9483-7754","edde17f35a208cfed2fd465b12d26a82275bdba9","alessandra marti","","alessandra marti","alessandra marti","koushik seetharaman"
"0000-0002-4774-3237","9e0692bb98f8b3496013f490053b308e7269505a","farhang honarvar","","farhang honarvar","farhang honarvar","mohammad hamidnia"
"0000-0002-2407-1087","7f1a759859aab8dcbebc7b88149dfbf40cdea8fe","robert preissner","","robert preissner","robert preissner","peer bork"
"0000-0001-7760-5495","73249e4fda04f5898d72a62d0a22d270500c39f6","aleksandar radic","","aleksandar radic","aleksandar radic",""
"0000-0002-5729-1596","f79d6c428efc0c63b7fe724a5cfdd0f555eea439","leo goedegebuure","","leo goedegebuure","leo goedegebuure","hamish bennett coates"
"0000-0001-6419-1932","077b2b38a61277313c4486373d905a8cf6c21f32","bernhard baumann","","bernhard baumann","bernhard baumann","johannes jungwirth"
"0000-0003-4955-6061","c253867eec44b0464d33edb8e31eb7e166fa9ba7","gabriella moroni","","gabriella moroni","gabriella moroni","claudio ponticelli"
"0000-0001-8345-3221","1fd485690a14f3a0c913b7c5c3479b0ea1ebb10d","ehab k. i. hamad","","ehab k. i. hamad","ehab k. i. hamad","mohamed ahmed aly hassanien"
"0000-0001-8764-6530","efa5fbe869e4c9bc087c10fb59b671fc0344cb3e","richard strasser","","richard strasser","richard strasser","martina dicker"
"0000-0002-8029-5755","0af8999a6c8a1db294b18c8a21b08d8329dfd26b","michael bachmann","","michael bachmann","michael bachmann","marc schmitz"
"0000-0001-8001-7192","14d641bc97fc0d423d0bdedb7432cbb874f9d74d","lucas massaroppe","","lucas massaroppe","lucas massaroppe","luiz a. baccalá"
"0000-0002-9779-8199","8f321bbbb5a0a513a5a30168a3be59ac27932214","yusuke kawashima","","yusuke kawashima","yusuke kawashima","hiroyuki matsumoto"
"0000-0001-9341-7646","ebb54c3c93c3b41b156bda58aef2ac0325f04546","kaiki taro inoue","","kaiki taro inoue","kaiki taro inoue","ryuichi takahashi"
